epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
85,17661.6,0.60045,0.0535,0.04458,0.23063,0.0084,0,0.99436,0.99154,0.9934,0.94005,0.99239,0.98958,0.99315,0.99313,0.39912,0.01788,0.00764,0.11956,0.0078,0,0.00123674,0.00123674,0.00123674
86,17867.7,0.59807,0.05269,0.04495,0.22819,0.00839,0,0.9941,0.99183,0.99378,0.94006,0.99213,0.98987,0.99346,0.99345,0.39845,0.01779,0.00769,0.1192,0.00778,0,0.00120625,0.00120625,0.00120625
87,18074.8,0.5996,0.05379,0.04381,0.22953,0.00846,0,0.99154,0.99385,0.99342,0.94,0.99133,0.99032,0.99314,0.99312,0.39781,0.01773,0.00768,0.1194,0.00777,0,0.0011759,0.0011759,0.0011759
88,18280,0.59232,0.05191,0.0435,0.22439,0.00829,0,0.99253,0.99254,0.99385,0.94131,0.99071,0.99036,0.99366,0.99364,0.39716,0.01768,0.00765,0.11975,0.00776,0,0.0011457,0.0011457,0.0011457
89,18484.5,0.59205,0.0531,0.04331,0.22838,0.00827,0,0.99255,0.99368,0.99381,0.94077,0.99085,0.99157,0.99367,0.99365,0.39644,0.01764,0.00762,0.11833,0.00774,0,0.00111565,0.00111565,0.00111565
90,18686.4,0.59442,0.05183,0.04359,0.22697,0.00839,0,0.9934,0.9928,0.99378,0.94052,0.99144,0.99084,0.99364,0.99362,0.39608,0.01762,0.00756,0.11853,0.00773,0,0.00108579,0.00108579,0.00108579
91,18893,0.59035,0.05266,0.04334,0.22559,0.00826,0,0.99235,0.99359,0.99379,0.94167,0.99055,0.99097,0.99365,0.99363,0.39571,0.01739,0.00737,0.11868,0.00772,0,0.00105611,0.00105611,0.00105611
92,19096.2,0.59176,0.05273,0.04326,0.22492,0.00833,0,0.99372,0.99348,0.99407,0.94188,0.99189,0.99136,0.99396,0.99394,0.39535,0.01735,0.00735,0.118,0.00772,0,0.00102663,0.00102663,0.00102663
93,19299.6,0.58923,0.05202,0.04417,0.22437,0.00824,0,0.99448,0.9932,0.99408,0.94171,0.99253,0.99115,0.99396,0.99394,0.39489,0.01725,0.0073,0.11731,0.00771,0,0.000997371,0.000997371,0.000997371
94,19503.7,0.58981,0.05159,0.04314,0.22616,0.00824,0,0.99293,0.99269,0.99368,0.94144,0.99122,0.98998,0.99351,0.99349,0.39442,0.01706,0.0075,0.11847,0.0077,0,0.000968335,0.000968335,0.000968335
95,19710.1,0.58985,0.05117,0.04241,0.2216,0.00823,0,0.99398,0.99406,0.99397,0.94198,0.99189,0.99197,0.99381,0.99379,0.39375,0.01703,0.00747,0.1174,0.00768,0,0.000939539,0.000939539,0.000939539
96,19915.2,0.58655,0.05036,0.04321,0.22308,0.00821,0,0.9926,0.99359,0.99397,0.94245,0.99075,0.99149,0.99384,0.99382,0.39325,0.01698,0.00751,0.11796,0.00767,0,0.000910996,0.000910996,0.000910996
97,20116.5,0.58475,0.05118,0.04281,0.22236,0.00815,0,0.99197,0.9945,0.99395,0.94259,0.99059,0.99135,0.99382,0.99381,0.39306,0.01697,0.0075,0.11757,0.00767,0,0.000882718,0.000882718,0.000882718
98,20325,0.5799,0.05104,0.0426,0.2192,0.00812,0,0.99319,0.99411,0.99397,0.94272,0.99108,0.99202,0.99382,0.9938,0.3929,0.01692,0.00742,0.11723,0.00766,0,0.000854717,0.000854717,0.000854717
99,20525.5,0.58002,0.04921,0.04156,0.22057,0.00809,0,0.99374,0.99398,0.99369,0.94246,0.99164,0.99189,0.99354,0.99353,0.39246,0.01687,0.00739,0.11665,0.00766,0,0.000827005,0.000827005,0.000827005
100,20734.3,0.58044,0.05135,0.04225,0.22001,0.00814,0,0.99398,0.99389,0.99401,0.94316,0.99189,0.99181,0.99388,0.99386,0.39228,0.01683,0.00737,0.11632,0.00765,0,0.000799596,0.000799596,0.000799596
101,20934.9,0.57665,0.05039,0.04222,0.21935,0.00805,0,0.9936,0.99497,0.99398,0.94333,0.99204,0.99215,0.99386,0.99384,0.39213,0.01678,0.00733,0.11614,0.00765,0,0.0007725,0.0007725,0.0007725
102,21140.8,0.57876,0.05076,0.04244,0.21942,0.00811,0,0.99333,0.99444,0.99386,0.94298,0.99134,0.99228,0.99373,0.99371,0.39182,0.01675,0.00731,0.11584,0.00764,0,0.00074573,0.00074573,0.00074573
103,21342.1,0.57787,0.04975,0.04176,0.22155,0.00804,0,0.99294,0.99363,0.99403,0.94318,0.99085,0.99152,0.9939,0.99388,0.39171,0.01669,0.00715,0.11651,0.00764,0,0.000719297,0.000719297,0.000719297
104,21539.1,0.57693,0.05054,0.04101,0.2162,0.00806,0,0.99356,0.99463,0.99387,0.94301,0.9915,0.99243,0.99374,0.99372,0.39152,0.01667,0.00717,0.11576,0.00764,0,0.000693214,0.000693214,0.000693214
105,21739.7,0.57485,0.04837,0.04016,0.21602,0.00805,0,0.99412,0.99228,0.99392,0.94332,0.99203,0.99019,0.9938,0.99378,0.39112,0.01665,0.00714,0.1164,0.00763,0,0.00066749,0.00066749,0.00066749
106,21944.2,0.5786,0.04981,0.04099,0.21905,0.00807,0,0.99307,0.99442,0.99371,0.94302,0.99119,0.99215,0.99357,0.99355,0.39085,0.01663,0.00709,0.1165,0.00763,0,0.000642139,0.000642139,0.000642139
107,22149.6,0.57143,0.04975,0.04162,0.21546,0.00797,0,0.99385,0.99384,0.99405,0.94331,0.99162,0.99139,0.99392,0.99391,0.39062,0.01658,0.00705,0.1162,0.00762,0,0.00061717,0.00061717,0.00061717
108,22351.1,0.57291,0.04944,0.04211,0.21691,0.00801,0,0.99437,0.99437,0.99406,0.94315,0.99267,0.99189,0.99395,0.99393,0.3904,0.01655,0.0071,0.11501,0.00762,0,0.000592596,0.000592596,0.000592596
